"","variant","description","exposure","outcome"
"23","6:26200677:A:G","Weight","whiteXwholegrain","GCST90132314_CVD_Aragam"
"24","16:53800954:T:C","Weight","whiteXwholegrain","GCST90132314_CVD_Aragam"
"25","18:57855319:G:GA","Weight","whiteXwholegrain","GCST90132314_CVD_Aragam"
"26","2:633063:G:A","Body fat percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"27","6:26200677:A:G","Body fat percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"28","16:53800954:T:C","Body fat percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"29","18:57855319:G:GA","Body fat percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"30","2:633063:G:A","Whole body fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"31","6:26200677:A:G","Whole body fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"32","16:53800954:T:C","Whole body fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"33","18:57855319:G:GA","Whole body fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"34","2:633063:G:A","Whole body fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"35","6:26200677:A:G","Whole body fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"36","16:53800954:T:C","Whole body fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"37","18:57855319:G:GA","Whole body fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"38","2:633063:G:A","Whole body water mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"39","6:26200677:A:G","Whole body water mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"40","16:53800954:T:C","Whole body water mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"41","18:57855319:G:GA","Whole body water mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"42","2:633063:G:A","Body mass index (BMI)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"43","16:53800954:T:C","Body mass index (BMI)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"44","18:57855319:G:GA","Body mass index (BMI)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"45","2:633063:G:A","Basal metabolic rate","whiteXwholegrain","GCST90132314_CVD_Aragam"
"46","6:26200677:A:G","Basal metabolic rate","whiteXwholegrain","GCST90132314_CVD_Aragam"
"47","16:53800954:T:C","Basal metabolic rate","whiteXwholegrain","GCST90132314_CVD_Aragam"
"48","18:57855319:G:GA","Basal metabolic rate","whiteXwholegrain","GCST90132314_CVD_Aragam"
"49","2:633063:G:A","Impedance of whole body","whiteXwholegrain","GCST90132314_CVD_Aragam"
"50","16:53800954:T:C","Impedance of whole body","whiteXwholegrain","GCST90132314_CVD_Aragam"
"51","18:57855319:G:GA","Impedance of whole body","whiteXwholegrain","GCST90132314_CVD_Aragam"
"52","2:633063:G:A","Impedance of leg (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"53","16:53800954:T:C","Impedance of leg (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"54","18:57855319:G:GA","Impedance of leg (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"55","2:633063:G:A","Impedance of leg (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"56","16:53800954:T:C","Impedance of leg (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"57","18:57855319:G:GA","Impedance of leg (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"58","2:633063:G:A","Impedance of arm (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"59","16:53800954:T:C","Impedance of arm (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"60","18:57855319:G:GA","Impedance of arm (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"61","2:633063:G:A","Impedance of arm (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"62","16:53800954:T:C","Impedance of arm (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"63","18:57855319:G:GA","Impedance of arm (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"64","2:633063:G:A","Leg fat percentage (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"65","16:53800954:T:C","Leg fat percentage (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"66","18:57855319:G:GA","Leg fat percentage (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"67","2:633063:G:A","Leg fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"68","6:26200677:A:G","Leg fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"69","16:53800954:T:C","Leg fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"70","18:57855319:G:GA","Leg fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"71","2:633063:G:A","Leg fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"72","6:26200677:A:G","Leg fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"73","16:53800954:T:C","Leg fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"74","18:57855319:G:GA","Leg fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"75","2:633063:G:A","Leg predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"76","6:26200677:A:G","Leg predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"77","16:53800954:T:C","Leg predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"78","18:57855319:G:GA","Leg predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"79","2:633063:G:A","Leg fat percentage (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"80","16:53800954:T:C","Leg fat percentage (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"81","18:57855319:G:GA","Leg fat percentage (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"82","2:633063:G:A","Leg fat mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"83","6:26200677:A:G","Leg fat mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"84","16:53800954:T:C","Leg fat mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"85","18:57855319:G:GA","Leg fat mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"86","2:633063:G:A","Leg fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"87","6:26200677:A:G","Leg fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"88","16:53800954:T:C","Leg fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"89","18:57855319:G:GA","Leg fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"90","2:633063:G:A","Leg predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"91","6:26200677:A:G","Leg predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"92","16:53800954:T:C","Leg predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"93","18:57855319:G:GA","Leg predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"94","2:633063:G:A","Arm fat percentage (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"95","16:53800954:T:C","Arm fat percentage (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"96","18:57855319:G:GA","Arm fat percentage (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"97","2:633063:G:A","Arm fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"98","6:26200677:A:G","Arm fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"99","16:53800954:T:C","Arm fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"100","18:57855319:G:GA","Arm fat mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"101","2:633063:G:A","Arm fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"102","6:26200677:A:G","Arm fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"103","16:53800954:T:C","Arm fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"104","18:57855319:G:GA","Arm fat-free mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"105","2:633063:G:A","Arm predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"106","6:26200677:A:G","Arm predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"107","16:53800954:T:C","Arm predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"108","18:57855319:G:GA","Arm predicted mass (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"109","2:633063:G:A","Arm fat percentage (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"110","16:53800954:T:C","Arm fat percentage (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"111","18:57855319:G:GA","Arm fat percentage (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"112","2:633063:G:A","Arm fat mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"113","16:53800954:T:C","Arm fat mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"114","18:57855319:G:GA","Arm fat mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"115","2:633063:G:A","Arm fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"116","6:26200677:A:G","Arm fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"117","16:53800954:T:C","Arm fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"118","18:57855319:G:GA","Arm fat-free mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"119","2:633063:G:A","Arm predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"120","6:26200677:A:G","Arm predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"121","16:53800954:T:C","Arm predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"122","18:57855319:G:GA","Arm predicted mass (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"123","2:633063:G:A","Trunk fat percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"124","6:26200677:A:G","Trunk fat percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"125","16:53800954:T:C","Trunk fat percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"126","2:633063:G:A","Trunk fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"127","6:26200677:A:G","Trunk fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"128","16:53800954:T:C","Trunk fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"129","18:57855319:G:GA","Trunk fat mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"130","2:633063:G:A","Trunk fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"131","6:26200677:A:G","Trunk fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"132","16:53800954:T:C","Trunk fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"133","18:57855319:G:GA","Trunk fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"134","20:34159129:A:AG","Trunk fat-free mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"135","2:633063:G:A","Trunk predicted mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"136","6:26200677:A:G","Trunk predicted mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"137","16:53800954:T:C","Trunk predicted mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"138","18:57855319:G:GA","Trunk predicted mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"139","20:34159129:A:AG","Trunk predicted mass","whiteXwholegrain","GCST90132314_CVD_Aragam"
"140","19:45411941:T:C","Non-butter spread type details: Flora Pro-Active or Benecol","whiteXwholegrain","GCST90132314_CVD_Aragam"
"141","2:633063:G:A","Age when periods started (menarche)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"142","16:53800954:T:C","Age when periods started (menarche)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"143","6:26200677:A:G","Mean corpuscular volume","whiteXwholegrain","GCST90132314_CVD_Aragam"
"144","6:26200677:A:G","Mean corpuscular haemoglobin","whiteXwholegrain","GCST90132314_CVD_Aragam"
"145","6:26200677:A:G","Red blood cell (erythrocyte) distribution width","whiteXwholegrain","GCST90132314_CVD_Aragam"
"146","19:45411941:T:C","Red blood cell (erythrocyte) distribution width","whiteXwholegrain","GCST90132314_CVD_Aragam"
"147","19:45411941:T:C","Platelet crit","whiteXwholegrain","GCST90132314_CVD_Aragam"
"148","13:28618941:A:G","Monocyte count","whiteXwholegrain","GCST90132314_CVD_Aragam"
"149","13:28618941:A:G","Monocyte percentage","whiteXwholegrain","GCST90132314_CVD_Aragam"
"150","19:45411941:T:C","Mean sphered cell volume","whiteXwholegrain","GCST90132314_CVD_Aragam"
"151","2:633063:G:A","Ankle spacing width","whiteXwholegrain","GCST90132314_CVD_Aragam"
"152","6:26200677:A:G","Ankle spacing width","whiteXwholegrain","GCST90132314_CVD_Aragam"
"153","16:53800954:T:C","Ankle spacing width","whiteXwholegrain","GCST90132314_CVD_Aragam"
"154","18:57855319:G:GA","Ankle spacing width","whiteXwholegrain","GCST90132314_CVD_Aragam"
"155","16:53800954:T:C","Ankle spacing width (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"156","18:57855319:G:GA","Ankle spacing width (left)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"157","16:53800954:T:C","Ankle spacing width (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"158","18:57855319:G:GA","Ankle spacing width (right)","whiteXwholegrain","GCST90132314_CVD_Aragam"
"159","2:633063:G:A","Waist circumference","whiteXwholegrain","GCST90132314_CVD_Aragam"
"160","16:53800954:T:C","Waist circumference","whiteXwholegrain","GCST90132314_CVD_Aragam"
"161","18:57855319:G:GA","Waist circumference","whiteXwholegrain","GCST90132314_CVD_Aragam"
"162","2:633063:G:A","Hip circumference","whiteXwholegrain","GCST90132314_CVD_Aragam"
"163","6:26200677:A:G","Hip circumference","whiteXwholegrain","GCST90132314_CVD_Aragam"
"164","16:53800954:T:C","Hip circumference","whiteXwholegrain","GCST90132314_CVD_Aragam"
"165","18:57855319:G:GA","Hip circumference","whiteXwholegrain","GCST90132314_CVD_Aragam"
"166","6:26200677:A:G","Standing height","whiteXwholegrain","GCST90132314_CVD_Aragam"
"167","18:57855319:G:GA","Standing height","whiteXwholegrain","GCST90132314_CVD_Aragam"
"168","20:34159129:A:AG","Standing height","whiteXwholegrain","GCST90132314_CVD_Aragam"
"169","19:45411941:T:C","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication","whiteXwholegrain","GCST90132314_CVD_Aragam"
"170","19:45411941:T:C","Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication","whiteXwholegrain","GCST90132314_CVD_Aragam"
"171","19:45411941:T:C","Medication for cholesterol, blood pressure or diabetes: None of the above","whiteXwholegrain","GCST90132314_CVD_Aragam"
